ID,NAME,Label
8140,Yangjiang,South China Sea
6252,Huizhou Terminal,South China Sea
4088,Townsville,Temperate Australasia
2871,Hongay,South China Sea
4608,Rabigh,Red Sea and Gulf of Aden
1781,Cape Town,Temperate Southern Africa
1782,Cebu,Western Coral Triangle
5889,Sepetiba,Warm Temperate Southwestern Atlantic
2388,Las Palmas,Lusitanian
7707,Yangpu,South China Sea
2613,Dover Strait,Northern European Seas
3066,Dunedin,Temperate Australasia
8117,Chaozhou,South China Sea
1411,Bunbury,Temperate Australasia
5904,An Ping,South China Sea
9310,Xiaohudao,South China Sea
3237,Ruwais,Somali/Arabian
5678,Ras Tanura,Somali/Arabian
3654,Mina al Ahmadi,Somali/Arabian
4620,Auckland,Temperate Australasia
888,Ishigaki,Warm Temperate Northwest Pacific
2978,Colombo,West and South Indian Shelf
1752,Takehara,Warm Temperate Northwest Pacific
5172,Sakai,Warm Temperate Northwest Pacific
8637,Humen,South China Sea
2481,Thursday Is.,Sahul Shelf
7534,Pulau Laut,Western Coral Triangle
6406,Bayuquan,Cold Temperate Northwest Pacific
4389,Sakata,Cold Temperate Northwest Pacific
4161,Himeji,Warm Temperate Northwest Pacific
4554,Yawata,Cold Temperate Northwest Pacific
3974,Yantai,Cold Temperate Northwest Pacific
1791,Port Hedland,Temperate Australasia
6155,Tarifa,Lusitanian
3083,Fukuyama,Warm Temperate Northwest Pacific
4207,Indonesia,Sunda Shelf
2420,Kuala Tanjung,Sunda Shelf
4733,Pangkalan Susu,Sunda Shelf
5586,Mokpo,Cold Temperate Northwest Pacific
5333,Port Moresby,Eastern Coral Triangle
2207,Fortaleza,Tropical Southwestern Atlantic
3610,Santos,Warm Temperate Southwestern Atlantic
2839,Hitachi,Cold Temperate Northwest Pacific
933,Mormugao,West and South Indian Shelf
6215,Currimao,Western Coral Triangle
3595,Alexandria(EGY),Mediterranean Sea
1882,Shimotsu,Warm Temperate Northwest Pacific
4779,Kuching,Sunda Shelf
5961,Kanda,Warm Temperate Northwest Pacific
4783,Saiki,Warm Temperate Northwest Pacific
3763,Kasado,Warm Temperate Northwest Pacific
2208,Noro,Eastern Coral Triangle
7706,Changshu,Warm Temperate Northwest Pacific
4452,Sakaiminato,Cold Temperate Northwest Pacific
2849,Sydney,Temperate Australasia
8267,Meizhou,Warm Temperate Northwest Pacific
2999,Chennai,Bay of Bengal
5040,Rabaul,Eastern Coral Triangle
3099,Niigata,Cold Temperate Northwest Pacific
5643,Fraser River Port,Cold Temperate Northeast Pacific
811,Kolkata,Bay of Bengal
5139,Krabi,Andaman
1734,Pantoloan,Western Coral Triangle
5723,Miike,Warm Temperate Northwest Pacific
3871,Wilmington(NC USA),Warm Temperate Northwest Atlantic
4635,Mauritius,Western Indian Ocean
731,Gibraltar,Mediterranean Sea
1611,Ternate Is.,Western Coral Triangle
5345,Akita,Cold Temperate Northwest Pacific
747,Batu Ampar,Sunda Shelf
5133,Haldia,Bay of Bengal
402,New Tuticorin,West and South Indian Shelf
4601,Miyako,Cold Temperate Northwest Pacific
1179,Bandar Imam Khomeini,Somali/Arabian
4152,Niihama,Warm Temperate Northwest Pacific
3283,Lanshan,Cold Temperate Northwest Pacific
6418,Shenzhen,South China Sea
2867,Tanjung Pinang,Sunda Shelf
5096,Visakhapatnam,Bay of Bengal
3531,Cairns,Temperate Australasia
4542,Jubail,Somali/Arabian
8653,Badoc,Western Coral Triangle
5059,Jambi,Sunda Shelf
5395,Pusri,Sunda Shelf
2617,Rosario,Warm Temperate Southwestern Atlantic
611,Makassar,Western Coral Triangle
5445,Kimbe,Eastern Coral Triangle
3489,Wakayama,Warm Temperate Northwest Pacific
797,Poro(Luzon),Western Coral Triangle
9623,Penghu Is.,South China Sea
5576,Setoda,Warm Temperate Northwest Pacific
3239,Richards Bay,Temperate Southern Africa
4336,Gresik,Sunda Shelf
1972,Aioi,Warm Temperate Northwest Pacific
6160,Mipo,Cold Temperate Northwest Pacific
5908,Teluk Bayur,Andaman
120,Jayapura,Western Coral Triangle
4564,Lautoka,Tropical Southwestern Pacific
4313,Sakaide,Warm Temperate Northwest Pacific
4007,Gamagori,Warm Temperate Northwest Pacific
1378,Port Bonython,Temperate Australasia
837,Nakanoseki,Warm Temperate Northwest Pacific
752,Amagasaki,Warm Temperate Northwest Pacific
1581,Pangkalan Bun,Sunda Shelf
6126,Banten,Java Transitional
2503,Honolulu,Eastern Indo-Pacific
4868,Bitung,Western Coral Triangle
8048,Tanjung Pelepas,Sunda Shelf
1483,Mizushima,Warm Temperate Northwest Pacific
2437,Heianza,Warm Temperate Northwest Pacific
1470,Paradip,Bay of Bengal
1652,Pekanbaru,Sunda Shelf
4570,Thailand,Sunda Shelf
5554,Ashdod,Mediterranean Sea
3262,Muroran,Cold Temperate Northwest Pacific
1021,Lae,Eastern Coral Triangle
4120,Kokura,Cold Temperate Northwest Pacific
2304,Dampier,Temperate Australasia
8527,Hoping,Warm Temperate Northwest Pacific
819,Alicante,Mediterranean Sea
8302,Qinzhou,South China Sea
2111,Guam,Eastern Coral Triangle
2508,Donghae,Cold Temperate Northwest Pacific
3880,Bremen,Northern European Seas
4320,Yanbu,Red Sea and Gulf of Aden
3501,Songkhla,Sunda Shelf
3822,Iligan,Western Coral Triangle
8077,Lugait,Western Coral Triangle
885,Santan Terminal,Western Coral Triangle
8180,Sabahat,Western Coral Triangle
7903,Xinhui,South China Sea
576,Antwerp,Northern European Seas
3130,Iquique,Warm Temperate Southeastern Pacific
4410,Hakata,Warm Temperate Northwest Pacific
273,Manzanillo(MEX),Tropical East Pacific
4438,Weihai,Cold Temperate Northwest Pacific
3767,Dammam,Somali/Arabian
1593,Dar es Salaam,Western Indian Ocean
3968,Sasebo,Warm Temperate Northwest Pacific
232,Balikpapan,Western Coral Triangle
2732,Nha Trang,Sunda Shelf
1447,Qui Nhon,Sunda Shelf
2947,Mina al Fahal,Somali/Arabian
6417,Makung,South China Sea
957,Onomichi,Warm Temperate Northwest Pacific
3824,Wellington,Temperate Australasia
1254,Lyttelton,Temperate Australasia
1070,Ube,Warm Temperate Northwest Pacific
2974,Shijiusuo,Cold Temperate Northwest Pacific
5211,Nha Be,Sunda Shelf
3393,Kuwait,Somali/Arabian
4802,Merak,Java Transitional
3597,Tekirdag,Mediterranean Sea
5494,Dutch Harbour,Cold Temperate Northeast Pacific
372,Nagasaki,Warm Temperate Northwest Pacific
843,Amsterdam,Northern European Seas
3680,Bahrain,Somali/Arabian
2201,Cagayan de Oro,Western Coral Triangle
924,Seychelles,Western Indian Ocean
2729,Buenos Aires,Warm Temperate Southwestern Atlantic
5147,Weipa,Sahul Shelf
7582,Shidao,Cold Temperate Northwest Pacific
1534,New Plymouth,Temperate Australasia
2473,Sarawak,Sunda Shelf
5778,Aqaba,Red Sea and Gulf of Aden
2581,Istanbul,Mediterranean Sea
207,Puerto Quetzal,Tropical East Pacific
9260,Raoping,South China Sea
4725,Port Stanvac,Temperate Australasia
4466,Wakamatsu,Cold Temperate Northwest Pacific
7559,Manzanillo(PAN),Tropical Northwestern Atlantic
2606,Fushiki,Cold Temperate Northwest Pacific
4196,Labuan,Western Coral Triangle
3005,Cayo Moa,Tropical Northwestern Atlantic
5853,Madang,Eastern Coral Triangle
7510,Aotou,South China Sea
2331,Houston,Warm Temperate Northwest Atlantic
7597,Long Beach,Warm Temperate Northeast Pacific
6166,Jawaharlal Nehru,West and South Indian Shelf
3870,Hay Point,Temperate Australasia
8,Jiangmen,South China Sea
4832,Kandla,West and South Indian Shelf
4724,Jeju,Warm Temperate Northwest Pacific
1590,Suez,Red Sea and Gulf of Aden
1137,Samchonpo,Warm Temperate Northwest Pacific
167,Salalah,Somali/Arabian
485,Kuala Enok,Sunda Shelf
6150,Samut Prakan,Sunda Shelf
8075,Jiaxing,Warm Temperate Northwest Pacific
1216,Ma'anshan,Warm Temperate Northwest Pacific
2918,General Santos,Western Coral Triangle
593,Shimizu,Warm Temperate Northwest Pacific
3004,Okinawa,Warm Temperate Northwest Pacific
223,Tanjong Manis,Sunda Shelf
4290,Tobata,Cold Temperate Northwest Pacific
2775,Rio Grande(BRA),Warm Temperate Southwestern Atlantic
4345,Koper,Mediterranean Sea
190,Oranjestad,Tropical Northwestern Atlantic
8639,Laizhou,Cold Temperate Northwest Pacific
5960,South East Asia,Warm Temperate Northwest Pacific
1387,Kisarazu,Warm Temperate Northwest Pacific
6360,Tanjung Bara,Western Coral Triangle
1591,Viana do Castelo,Lusitanian
3479,Villanueva,Western Coral Triangle
5623,Port Kembla,Temperate Australasia
2789,Tarakan,Western Coral Triangle
6075,Sepetiba Terminal,Warm Temperate Southwestern Atlantic
1872,Yokkaichi,Warm Temperate Northwest Pacific
396,Yangtze River,Warm Temperate Northwest Pacific
4474,Mundra,West and South Indian Shelf
2790,Sual,Western Coral Triangle
4823,Prince Rupert,Cold Temperate Northeast Pacific
2764,Saldanha Bay,Temperate Southern Africa
5033,Gingoog,Western Coral Triangle
2159,Newcastle(AUS),Temperate Australasia
7870,Taean,Cold Temperate Northwest Pacific
2295,Gizo,Eastern Coral Triangle
5758,Limbang,Western Coral Triangle
8311,Changzhou,Warm Temperate Northwest Pacific
2625,Ishinomaki,Cold Temperate Northwest Pacific
3662,Mombasa,Western Indian Ocean
4647,Huelva,Lusitanian
5307,Ambon,Western Coral Triangle
4572,New York,Cold Temperate Northwest Atlantic
1231,New Mangalore,West and South Indian Shelf
5492,Korea,Warm Temperate Northwest Pacific
6231,Kiwalan,Western Coral Triangle
3096,Columbia River,Cold Temperate Northeast Pacific
2191,Tanjung Sekong,Java Transitional
8612,Majishan,Warm Temperate Northwest Pacific
470,Ponta da Madeira,North Brazil Shelf
2869,Ilheus,Tropical Southwestern Atlantic
5587,Milner Bay,Sahul Shelf
218,Khor al Zubair,Somali/Arabian
6170,Daru,Sahul Shelf
3446,Plaju-Sungei Gerong,Sunda Shelf
4726,Mourilyan,Temperate Australasia
2546,Hungnam,Cold Temperate Northwest Pacific
4563,Tamano,Warm Temperate Northwest Pacific
376,Port Giles,Temperate Australasia
8220,Taicang,Warm Temperate Northwest Pacific
4480,Lumut(Malaysia),Sunda Shelf
1740,Skaw,Northern European Seas
8212,Calbayog,Western Coral Triangle
830,Rotterdam,Northern European Seas
4561,Kakinada,Bay of Bengal
6464,Pipavav,West and South Indian Shelf
219,Fremantle,Temperate Australasia
5438,Vitoria,Tropical Southwestern Atlantic
3049,Saipan Is.,Eastern Coral Triangle
3574,Tinian Is.,Eastern Coral Triangle
8522,Bang Pakong,Sunda Shelf
5901,Cambodia,Sunda Shelf
2215,Okpo,Warm Temperate Northwest Pacific
2204,Lazaro Cardenas,Tropical East Pacific
1846,Geraldton,Temperate Australasia
3356,Alumar,North Brazil Shelf
2060,Kota Baru,Western Coral Triangle
1159,Hososhima,Warm Temperate Northwest Pacific
703,Maizuru,Cold Temperate Northwest Pacific
2698,Mackay,Temperate Australasia
2862,Masinloc,Western Coral Triangle
1385,Minamata,Warm Temperate Northwest Pacific
2491,Pointe Noire(COG),Gulf of Guinea
2158,Tagonoura,Warm Temperate Northwest Pacific
4018,Jinhae,Warm Temperate Northwest Pacific
153,Abbot Point,Temperate Australasia
5116,Malacca,Sunda Shelf
4790,Wewak,Eastern Coral Triangle
3464,Gladstone,Temperate Australasia
2441,Kherson,Black Sea
1871,Olga Bay,Cold Temperate Northwest Pacific
4181,Yokosuka,Warm Temperate Northwest Pacific
6202,Dahej,West and South Indian Shelf
4989,Nanao,Cold Temperate Northwest Pacific
9312,Shatian,South China Sea
1584,Dardanelles,Mediterranean Sea
2058,Biak,Western Coral Triangle
4312,Cigading,Java Transitional
2073,Eden,Temperate Australasia
4042,Callao,Warm Temperate Southeastern Pacific
5498,Takuma,Warm Temperate Northwest Pacific
5851,Imari,Warm Temperate Northwest Pacific
408,Nagapattinam,West and South Indian Shelf
1964,Gove,Sahul Shelf
4319,Yatsushiro,Warm Temperate Northwest Pacific
5253,Bontang,Western Coral Triangle
4604,Jeddah,Red Sea and Gulf of Aden
5629,Maputo,Western Indian Ocean
1066,San Fernando(PHL),Western Coral Triangle
5672,Hikari,Warm Temperate Northwest Pacific
4884,Rumoi,Cold Temperate Northwest Pacific
5956,Acajutla,Tropical East Pacific
2057,Bugo,Western Coral Triangle
3022,Papua New Guinea,Eastern Coral Triangle
1698,Umm Qasr,Somali/Arabian
1348,Matsuyama,Warm Temperate Northwest Pacific
4525,Merauke,Sahul Shelf
3107,Reunion,Western Indian Ocean
3456,Marsaxlokk,Mediterranean Sea
9265,Colon(PAN),Tropical Northwestern Atlantic
3530,Alotau,Eastern Coral Triangle
4121,Tanjong Salirong,Western Coral Triangle
2200,Tema,Gulf of Guinea
7501,Ras Laffan,Somali/Arabian
1113,La Plata,Warm Temperate Southwestern Atlantic
7652,Bing Bong,Sahul Shelf
195,Blang Lancang,Sunda Shelf
8308,Penglai,Cold Temperate Northwest Pacific
377,Australia,Temperate Australasia
7598,Oakland,Cold Temperate Northeast Pacific
1987,Prointal,Java Transitional
3051,Cape Finisterre,Lusitanian
8144,Tongling,Warm Temperate Northwest Pacific
8777,Sanbaimen,South China Sea
5322,Geelong,Temperate Australasia
4302,Sipitang,Western Coral Triangle
1597,Kanazawa,Cold Temperate Northwest Pacific
2121,Shimonoseki,Warm Temperate Northwest Pacific
4402,Abu Dhabi,Somali/Arabian
4510,Guanta,Tropical Northwestern Atlantic
3893,Derby,Sahul Shelf
5650,Lucinda,Temperate Australasia
4200,Marugame,Warm Temperate Northwest Pacific
925,Saganoseki,Warm Temperate Northwest Pacific
490,Guayaquil,Tropical East Pacific
5262,Pomalaa,Western Coral Triangle
2415,Kinuura,Warm Temperate Northwest Pacific
3211,Port Dickson,Sunda Shelf
4019,Onahama,Cold Temperate Northwest Pacific
1773,Prachuap Khiri Khan,Sunda Shelf
5077,Useless Loop,Temperate Australasia
9311,Haixinsha,South China Sea
8720,Reserve,Warm Temperate Northwest Atlantic
6469,Kabil,Sunda Shelf
4827,Balboa,Tropical East Pacific
4234,Ofunato,Cold Temperate Northwest Pacific
7615,Aleksandrovsk-Sakhalinskiy,Cold Temperate Northwest Pacific
4011,Darwin,Sahul Shelf
5568,Aomori,Cold Temperate Northwest Pacific
134,Hakodate,Cold Temperate Northwest Pacific
1403,Senipah Terminal,Western Coral Triangle
2110,Kure,Warm Temperate Northwest Pacific
4612,Syros,Mediterranean Sea
5444,Kikuma,Warm Temperate Northwest Pacific
2966,Colombo Roads,West and South Indian Shelf
1001,Amamapare,Sahul Shelf
362,Nouadhibou,Lusitanian
5921,Seria Terminal,Western Coral Triangle
1084,Palawan Is.,Western Coral Triangle
4167,Portland(AUS),Temperate Australasia
8284,Thatong,Sunda Shelf
4694,Plaju,Sunda Shelf
4437,Kudamatsu,Warm Temperate Northwest Pacific
9231,Cat Lai,Sunda Shelf
5017,Coco Solo,Tropical Northwestern Atlantic
3703,Alcoy,Western Coral Triangle
3624,Napier,Temperate Australasia
893,Wallaroo,Temperate Australasia
2539,Tomakomai,Cold Temperate Northwest Pacific
6235,Port Irene,Western Coral Triangle
3381,New Orleans,Warm Temperate Northwest Atlantic
222,Mina Abdulla,Somali/Arabian
1557,Hirohata,Warm Temperate Northwest Pacific
4808,Plastun,Cold Temperate Northwest Pacific
1425,Kakogawa,Warm Temperate Northwest Pacific
7544,Xijiang Terminal,South China Sea
8435,Pecem,Tropical Southwestern Atlantic
3077,Buenaventura,Tropical East Pacific
2969,Texas City,Warm Temperate Northwest Atlantic
5134,Hirao,Warm Temperate Northwest Pacific
6187,Haimen,Warm Temperate Northwest Pacific
8407,Dong Nai,South China Sea
6232,Waisarissa,Western Coral Triangle
3391,Semangka Bay Terminal,Java Transitional
7795,Nghe Tinh,South China Sea
1380,Namikata,Warm Temperate Northwest Pacific
8106,Higashi-Harima,Warm Temperate Northwest Pacific
1054,Slavyanka,Cold Temperate Northwest Pacific
3773,Isabel,Western Coral Triangle
3012,Ambarli,Mediterranean Sea
298,Kingston(JAM),Tropical Northwestern Atlantic
2455,New Caledonia,Tropical Southwestern Pacific
2489,Timaru,Temperate Australasia
941,Algeciras,Mediterranean Sea
9656,Kerchenskiy Strait,Black Sea
4391,Brindisi,Mediterranean Sea
4489,Seattle,Cold Temperate Northeast Pacific
1965,Suva,Tropical Southwestern Pacific
8960,Bayu-Undan Field,Sahul Shelf
4107,Hannan,Warm Temperate Northwest Pacific
4259,Bulata,Western Coral Triangle
3958,Kerteh Terminal,Sunda Shelf
8724,Rang Dong Terminal,Sunda Shelf
2902,Cinta Terminal,Java Transitional
198,Lawe-Lawe Terminal,Western Coral Triangle
6118,Karimun Is.,Sunda Shelf
526,Persian Gulf,Somali/Arabian
3092,Paranagua,Warm Temperate Southwestern Atlantic
1503,Charleston,Warm Temperate Northwest Atlantic
886,Matarani,Warm Temperate Southeastern Pacific
6282,Widuri Terminal,Sunda Shelf
5419,Yizheng,Warm Temperate Northwest Pacific
5675,Mangole,Java Transitional
2533,Isabela(PHL),Western Coral Triangle
5477,Malaga,Mediterranean Sea
2868,Tanjung Pandan,Sunda Shelf
3191,Iwakuni,Warm Temperate Northwest Pacific
4565,Homer,Cold Temperate Northeast Pacific
8182,Maoming,South China Sea
4705,Misumi,Warm Temperate Northwest Pacific
20,Omaezaki,Warm Temperate Northwest Pacific
1035,Matsuzaka,Warm Temperate Northwest Pacific
7662,Cossack Pioneer Terminal,Temperate Australasia
3886,Komatsushima,Warm Temperate Northwest Pacific
1529,Skoldvik,Northern European Seas
4837,Gioia Tauro,Mediterranean Sea
8141,River Berau,Western Coral Triangle
3379,Nikiski,Cold Temperate Northeast Pacific
7614,Teluk Adang,Western Coral Triangle
2996,Tubarao,Tropical Southwestern Atlantic
1241,Innoshima,Warm Temperate Northwest Pacific
148,Mount Maunganui,Temperate Australasia
8805,Kitakyushu,Cold Temperate Northwest Pacific
8482,Bani,Western Coral Triangle
8842,Huanghua,Cold Temperate Northwest Pacific
3917,Boston(USA),Cold Temperate Northwest Atlantic
7727,Pasacao,Western Coral Triangle
5522,Constantza,Black Sea
962,Uno,Warm Temperate Northwest Pacific
2417,Hachinohe,Cold Temperate Northwest Pacific
2574,Bengkulu,Andaman
5717,Brunsbuttel,Northern European Seas
1816,Nelson(NZL),Temperate Australasia
913,Esperance,Temperate Australasia
9449,Chan May,South China Sea
4114,Sundsvall,Northern European Seas
1392,Santa Marta,Tropical Northwestern Atlantic
21,Bahia Blanca,Warm Temperate Southwestern Atlantic
4964,Panama,Tropical East Pacific
4616,Haeju,Cold Temperate Northwest Pacific
2101,Barcelona,Mediterranean Sea
130,Port Elizabeth,Temperate Southern Africa
6444,Micronesia,Eastern Coral Triangle
8903,Bunga Raya Field,Sunda Shelf
5947,Galle,West and South Indian Shelf
521,Far East,Warm Temperate Northwest Pacific
5491,Sikka,West and South Indian Shelf
8938,Su Tu Den Terminal,Sunda Shelf
2327,Itozaki,Warm Temperate Northwest Pacific
6384,Bach Ho Terminal,Sunda Shelf
2733,Cartagena(COL),Tropical Northwestern Atlantic
1852,Kalaeloa,Eastern Indo-Pacific
3897,Mitajiri,Warm Temperate Northwest Pacific
132,Katagami,Warm Temperate Northwest Pacific
881,Toamasina,Western Indian Ocean
3644,Hainan Is.,South China Sea
6255,Lufeng Terminal,South China Sea
4781,Kiire,Warm Temperate Northwest Pacific
4248,Brunei Darussalam,Western Coral Triangle
426,Damietta,Mediterranean Sea
