,name,Label
99,Achilles_tendon,Science
100,Acid_rain,Geography
101,Acorn_Computers,Technology
102,Actinium,Science
103,Action_potential,Science
104,Actor,Culture
105,Acts_of_Union_1707,History
106,Adam_Smith,People
107,Addis_Ababa,Geography
108,Adelaide,Geography
109,Adenosine_triphosphate,Science
110,Adolf_Hitler,People
111,Advertising,Everyday_life
112,Aesthetics,Science
113,Afghan_Hound,Science
114,Afghanistan,Countries
115,Africa,Geography
116,African_American_literature,Culture
117,African_Brush-tailed_Porcupine,Science
118,African_Buffalo,Science
119,African_Darter,Science
120,African_Great_Lakes,Geography
121,African_Grey_Hornbill,Science
122,African_Grey_Parrot,Science
123,African_Penguin,Science
124,African_Union,Citizenship
125,African_Wild_Dog,Science
126,African_clawed_frog,Science
127,African_dwarf_frog,Science
128,African_slave_trade,History
129,Afrikaans,Culture
130,Agamemnon,People
131,Age_of_Enlightenment,Culture
132,Aggregator,Technology
133,Agnosticism,Culture
134,Agriculture,Everyday_life
135,Airbus,Technology
136,Airbus_A380,Technology
137,Aircraft,Technology
138,Aircraft_carrier,Technology
139,Airship,Technology
140,Ajax_%28programming%29,Technology
141,Akbar,People
142,Akhenaten,People
143,Akira_Kurosawa,People
144,Akkadian_Empire,History
145,Akrotiri_and_Dhekelia,Geography
146,Aksumite_currency,History
147,Al_Jazeera,Citizenship
148,Alan_Turing,People
149,Albania,Geography
150,Albatross,Science
151,Albert_Einstein,People
152,Alberto_Santos-Dumont,People
153,Albigensian_Crusade,Culture
154,Albinism,Science
155,Albrecht_D%C3%BCrer,People
156,Alchemy,Science
157,Alcibiades,People
158,Alcohol,Science
159,Aleksandr_Pushkin,People
160,Aleksandr_Vasilevsky,People
161,Alexander_Graham_Bell,People
162,Alexander_Hamilton,People
163,Alexander_the_Great,People
164,Alfred_Hitchcock,People
165,Alfred_Nobel,People
166,Alfred_the_Great,People
167,Algebra,Science
168,Algeria,Countries
169,Algerian_Civil_War,History
170,Algiers,Geography
171,Algol,Science
172,Algorithm,Science
173,Alice%27s_Adventures_in_Wonderland,Culture
174,All_Blacks,Everyday_life
175,Allah,Culture
176,Allegory_in_the_Middle_Ages,Culture
177,Alligator,Science
178,Alliterative_verse,Culture
179,Allosaurus,Science
180,Almaty,Geography
181,Almond,Science
182,Alpaca,Science
183,Alphabet,Culture
184,Alternating_current,Technology
185,Alternation_of_generations,Science
186,Alternative_rock,Culture
187,Aluminium,Science
188,Aluminium_chloride,Science
189,Alzheimer%27s_disease,Science
190,Amaranth_oil,Science
191,Amarillo%2C_Texas,Geography
192,Amazon_Basin,Geography
193,Amazon_Rainforest,Geography
194,Amazon_River,Geography
195,Amazon_parrot,Science
196,Amber,Geography
197,American_Civil_War,History
198,American_English,Culture
199,American_Revolutionary_War,History
200,American_Samoa,Geography
201,American_football,Everyday_life
202,American_popular_music,Culture
203,Americium,Science
204,Amish,Geography
205,Ammolite,Geography
206,Ammonia,Science
207,Ammonite,Geography
208,Ammosaurus,Science
209,Amsterdam,Geography
210,Amtrak,Technology
211,Amur,Geography
212,Anaconda,Science
213,Analytical_Marxism,Culture
214,Anarchism,Culture
215,Anarcho-capitalism,Citizenship
216,Anatomy,Science
217,Ancient_Egypt,History
218,Ancient_Greece,History
219,Ancient_Rome,History
220,Ancient_history,History
221,Andes,Geography
222,Andorra,Geography
223,Andr%C3%A9s_Nocioni,People
224,Andrew_Carnegie,People
225,Andrew_Dickson_White,People
226,Andrew_Jackson,People
227,Andrew_Johnson,People
228,Andrew_Robinson,People
229,Andriyivskyy_Descent,Geography
230,Andromeda_Galaxy,Science
231,Andy_Warhol,People
232,Anemia,Science
233,Angel_shark,Science
234,Angelica,Science
235,Angkor,Geography
236,Angkor_Wat,Technology
237,Anglican_Church_of_Australia,Culture
238,Anglican_Communion,Culture
239,Anglicanism,Culture
240,Anglo-Saxon_literature,Culture
241,Angola,Countries
242,Anguilla,Countries
243,Animal,Science
244,Animal_law,Citizenship
245,Animal_rights,Citizenship
246,Animation,Everyday_life
247,Ankylosaurus,Science
248,Ann_Arbor%2C_Michigan,Geography
249,Anna_Karenina,Culture
250,Anne_Frank,People
251,Anne_of_Great_Britain,People
252,Anno_Domini,History
253,Anschluss,History
254,Ant,Science
255,Antananarivo,Geography
256,Antarctic_Treaty_System,Geography
257,Antarctic_krill,Science
258,Antarctica,Geography
259,Anteater,Science
260,Antelope,Science
261,Anthony_van_Dyck,People
262,Anthropology,Geography
263,Antigua_and_Barbuda,Countries
264,Antimony,Science
265,Antlion,Science
266,Antoine_Lavoisier,People
267,Anton%C3%ADn_Dvo%C5%99%C3%A1k,People
268,Antonio_Vivaldi,People
269,Antwerp,Geography
270,Apaochi,History
271,Apatosaurus,Science
272,Ape,Science
273,Aphid,Science
274,Apollo,Culture
275,Apollo_11,Science
276,Apollo_8,Science
277,Apostolic_Succession,Culture
278,Apple,Everyday_life
279,Applied_mathematics,Science
280,Apricot,Everyday_life
281,Aquarium,Science
282,Arab-Israeli_conflict,Citizenship
283,Arab_League,Citizenship
284,Arabic_language,Culture
285,Arable_land,Everyday_life
286,Aral_Sea,Geography
287,Arcadia_%28play%29,Culture
288,Archaeoastronomy,Science
289,Archaeology,History
290,Archaeopteryx,Science
291,Archbishop_of_Canterbury,People
292,Archimedes,People
293,Architecture,Technology
294,Architecture_of_Windows_NT,Technology
295,Arctic,Geography
296,Arctic_Circle,Geography
297,Arctic_Monkeys,Culture
298,Arctic_Ocean,Geography
299,Arctic_Tern,Science
300,Arecaceae,Science
301,Argan,Science
302,Argentina,Countries
303,Argon,Science
304,Argyle_diamond_mine,Geography
305,Ariel_Sharon,People
306,Aristarchus_%28crater%29,Science
307,Aristotle,People
308,Arithmetic,Science
309,Armadillo,Science
310,Armand_Jean_du_Plessis%2C_Cardinal_Richelieu,People
311,Armenia,Geography
312,Armia_Krajowa,People
313,Arnold_Schwarzenegger,People
314,Ars_moriendi,History
315,Arsenal_F.C.,Everyday_life
316,Arsenic,Science
317,Art,Culture
318,Arthropod,Science
319,Arthur_Sullivan,People
320,Arthur_Wellesley%2C_1st_Duke_of_Wellington,People
321,Arts_and_crafts,Culture
322,Aruba,Countries
323,Arugula,Everyday_life
324,Ascariasis,Science
325,Asia,Geography
326,Asparagus,Everyday_life
327,Asperger_syndrome,Science
328,Assyria,History
329,Astatine,Science
330,Asteroid,Science
331,Asthma,Science
332,Astrology,Everyday_life
333,Astronomy,Science
334,Asunci%C3%B3n,Geography
335,Athanasius_Kircher,People
336,Atheism,Culture
337,Athena,Culture
338,Athens,Geography
339,Athletics_%28track_and_field%29,Everyday_life
340,Atlanta%2C_Georgia,Geography
341,Atlantic_Coast_Line_Railroad,Technology
342,Atlantic_Ocean,Geography
343,Atlantic_slave_trade,History
344,Atlantis,Culture
345,Atom,Science
346,Atonality,Culture
347,Attack_on_Pearl_Harbor,History
348,Attalus_I,People
349,Attention-deficit_hyperactivity_disorder,Science
350,Attila_the_Hun,People
351,Auckland,Geography
352,Augusta%2C_Lady_Gregory,People
353,Augustan_literature,Culture
354,Auguste_Rodin,People
355,Augustine_of_Hippo,People
356,Augustus,People
357,Australia,Geography
358,Australian_English,Culture
359,Australian_Green_Tree_Frog,Science
360,Australian_Open,Everyday_life
361,Australian_rules_football,Everyday_life
362,Austria,Geography
363,Autism,Science
364,Auto_racing,Everyday_life
365,Autocracy,Citizenship
366,Automated_teller_machine,Technology
367,Automobile,Technology
368,Autorack,Technology
369,Autumn,Geography
370,Avacha_Volcano,Geography
371,Avalanche,Geography
372,Avocado,Science
373,Avon_Gorge,Geography
374,Avro_Lancaster,History
375,Axe,Technology
376,Ayaan_Hirsi_Ali,People
377,Aymer_de_Valence%2C_2nd_Earl_of_Pembroke,People
378,Azerbaijan,Geography
379,Azerbaijani_people,Geography
380,Aztec,History
381,BAE_Systems,Economics
382,BASIC,Technology
383,BBC,Everyday_life
384,BBC_television_drama,Everyday_life
385,BP,Economics
386,BT_Tower,Technology
387,B_vitamins,Science
388,Babe_Ruth,People
389,Baboon,Science
390,Babur,People
391,Baby_Gender_Mentor,Science
392,Babylonia,History
393,Backgammon,Everyday_life
394,Bacteria,Science
395,Badger,Science
396,Badminton,Everyday_life
397,Baghdad,Geography
398,Bah%C3%A1%27%C3%AD_Faith,Culture
399,Bahrain,Geography
400,Baker_Island,Geography
401,Bald_Eagle,Science
402,Baltic_Sea,Geography
403,Baltimore%2C_Maryland,Geography
404,Bamako,Geography
405,Banana,Everyday_life
406,Bandicoot,Science
407,Bangalore,Geography
408,Bangkok,Geography
409,Bangladesh,Countries
410,Banjul,Geography
411,Bank_of_China_%28Hong_Kong%29,Economics
412,Banknote,Economics
413,Banksy,People
414,Bantu,Geography
415,Barack_Obama,People
416,Barbados,Countries
417,Barbara_McClintock,People
418,Barbary_Lion,Science
419,Barbary_Macaque,Science
420,Barcelona,Geography
421,Barium,Science
422,Barley,Science
423,Barn_Owl,Science
424,Barnacle,Science
425,Baroque,Culture
426,Barracuda,Science
427,Baruch_Spinoza,People
428,Baseball,Everyday_life
429,Basel,Geography
430,Basil,Science
431,Basilica_of_San_Francesco_d%27Assisi,Technology
432,Basilica_of_Santa_Maria_degli_Angeli,Technology
433,Basketball,Everyday_life
434,Basking_shark,Science
435,Bass_%28fish%29,Science
436,Bassoon,Culture
437,Bat,Science
438,Bat-eared_Fox,Science
439,Bath%2C_Somerset,Geography
440,Bath_School_disaster,History
441,Batholith,Geography
442,Batman,Everyday_life
443,Battle_of_Alesia,History
444,Battle_of_Amiens,History
445,Battle_of_Austerlitz,History
446,Battle_of_Badr,History
447,Battle_of_Bicocca,History
448,Battle_of_Britain,History
449,Battle_of_Cannae,History
450,Battle_of_France,History
451,Battle_of_Gettysburg,History
452,Battle_of_Grunwald,History
453,Battle_of_Hastings,History
454,Battle_of_Jutland,History
455,Battle_of_Lechaeum,History
456,Battle_of_Leyte_Gulf,History
457,Battle_of_Marathon,History
458,Battle_of_Midway,History
459,Battle_of_Moscow,History
460,Battle_of_Normandy,History
461,Battle_of_Rennell_Island,History
462,Battle_of_Sitka,History
463,Battle_of_Smolensk_%281943%29,History
464,Battle_of_Stalingrad,History
465,Battle_of_Tours,History
466,Battle_of_Vaslui,History
467,Battle_of_Warsaw_%281920%29,History
468,Battle_of_the_Bulge,History
469,Battle_of_the_Eastern_Solomons,History
470,Battle_of_the_Little_Bighorn,History
471,Battle_of_the_Santa_Cruz_Islands,History
472,Battle_of_the_Somme_%281916%29,History
473,Battles_of_the_Mexican-American_War,History
474,Bay_Area_Rapid_Transit,Technology
475,Bay_of_Bengal,Geography
476,Beach,Geography
477,Bean,Science
478,Bear,Science
479,Beatles_for_Sale,Culture
480,Beaver,Science
481,Bedbug,Science
482,Bede,History
483,Bee,Science
484,Beeching_Axe,Technology
485,Beekeeping,Everyday_life
486,Beep_%28SWBLW%29,Technology
487,Beer,Everyday_life
488,Beet,Science
489,Beetle,Science
490,Behavioral_finance,Economics
491,Behistun_Inscription,History
492,Beijing,Geography
493,Beirut,Geography
494,Belarus,Geography
495,Belfast,Geography
496,Belgium,Geography
497,Belize,Countries
498,Ben_Jonson,People
499,Ben_Nevis,Geography
500,Benin,Countries
501,Benito_Mussolini,History
502,Benjamin_Britten,Culture
503,Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield,People
504,Benjamin_Franklin,People
505,Benjamin_Harrison,People
506,Benzene,Science
507,Berber_languages,Culture
508,Beriberi,Science
509,Berkelium,Science
510,Berlin,Geography
511,Berlin_Wall,History
512,Bermuda,Countries
513,Bernard_Hinault,People
514,Bertrand_Russell,People
515,Beryllium,Science
516,Bette_Davis,People
517,Bhutan,Countries
518,Bible,Culture
519,Bicycle,Technology
520,Bicycle_Thieves,Everyday_life
521,Big_Bang,Science
522,Bill_Clinton,People
523,Bill_Gates,People
524,Billie_Holiday,People
525,Binary_star,Science
526,Binoculars,Technology
527,Binomial_nomenclature,Science
528,Biodiesel,Citizenship
529,Biodiversity,Science
530,Biofuel,Citizenship
531,Bioinformatics,Technology
532,Biology,Science
533,Biosphere,Geography
534,Biotechnology,Science
535,Bird,Science
536,Bird_migration,Science
537,Bird_of_prey,Science
538,Birmingham,Geography
539,Birth_control,Science
540,Bismuth,Science
541,Bison,Science
542,Bissau,Geography
543,Bj%C3%B6rn_Borg,People
544,Bj%C3%B8rn%C3%B8ya,Geography
545,Black-backed_Jackal,Science
546,Black-winged_Stilt,Science
547,Black_Death,History
548,Black_Rhinoceros,Science
549,Black_Sea,Geography
550,Black_Seminoles,Geography
551,Black_Wildebeest,Science
552,Black_hole,Science
553,Black_panther,Science
554,Black_pepper,Everyday_life
555,Blackbird,Science
556,Blackcap,Science
557,Blackjack,Everyday_life
558,Blackpool,Geography
559,Blacktip_reef_shark,Science
560,Blade_Runner,Everyday_life
561,Blaise_Pascal,People
562,Blitzkrieg,History
563,Blood_type,Science
564,Blue_Jay,Science
565,Blue_Peter,Everyday_life
566,Blue_Whale,Science
567,Blue_Wildebeest,Science
568,Blue_shark,Science
569,Bluegrass_music,Culture
570,Bluetooth,Technology
571,Boa,Science
572,Board_game,Everyday_life
573,Boat,Technology
574,Bob_Dylan,People
575,Bob_Marley,People
576,Bobcat,Science
577,Body_mass_index,Science
578,Bodyline,Everyday_life
579,Boeing_747,Technology
580,Bog,Geography
581,Bogot%C3%A1,Geography
582,Bohemian_Rhapsody,Culture
583,Bohrium,Science
584,Bolivia,Countries
585,Bologna,Geography
586,Boltysh_crater,Geography
587,Bongo_%28antelope%29,Science
588,Bonobo,Science
589,Bontebok,Science
590,Booby,Science
591,Book,Culture
592,Book_of_Common_Prayer,Culture
593,Book_of_Kells,Culture
594,Boolean_logic,Science
595,Borage,Science
596,Boris_Becker,People
597,Boron,Science
598,Bosnia_and_Herzegovina,Geography
599,Boston%2C_Massachusetts,Geography
600,Boston_RFC,Everyday_life
601,Boston_Terrier,Science
602,Botany,Science
603,Botswana,Countries
604,Bottlenose_Dolphin,Science
605,Boudica,People
606,Boundary_Waters_Canoe_Area_Wilderness,Geography
607,Bouvet_Island,Geography
608,Box_jellyfish,Science
609,Boy_Scout,Citizenship
610,Boyle_Roche,People
611,Brabantian,Culture
612,Brabham,Everyday_life
613,Brachiosaurus,Science
614,Brahman,Culture
615,Brain,Science
616,Bran,Everyday_life
617,Brandon_Routh,People
618,Bras%C3%ADlia,Geography
619,Brass_instrument,Culture
620,Bratislava,Geography
621,Brazil,Countries
622,Bread,Everyday_life
623,Breaker_Morant,People
624,Bretton_Woods_system,Economics
625,Bridge,Technology
626,Brighton,Geography
627,Brisbane,Geography
628,Bristol,Geography
629,British_East_India_Company,Economics
630,British_Empire,History
631,British_English,Culture
632,British_House_of_Commons,Citizenship
633,British_Indian_Ocean_Territory,Countries
634,British_Isles,Geography
635,British_Isles_%28terminology%29,Geography
636,British_Virgin_Islands,Countries
637,British_monarchy,Citizenship
638,Britney_Spears,People
639,Broadcasting,Citizenship
640,Bromine,Science
641,Bronze_Age,History
642,Brothers_Grimm,People
643,Brown_trout,Science
644,Bruce_Lee,People
645,Bruce_Springsteen,People
646,Brunei,Countries
647,Brush,Culture
648,Brussels,Geography
649,Brute_force_attack,Technology
650,Bryce_Canyon_National_Park,Geography
651,Btrieve,Technology
652,Bucharest,Geography
653,Buckingham_Palace,Technology
654,Buckminster_Fuller,People
655,Budapest,Geography
656,Buddha,People
657,Buddhism,Culture
658,Buddhist_art,Culture
659,Buenos_Aires,Geography
660,Buffy_the_Vampire_Slayer,Everyday_life
661,Bulgaria,Geography
662,Bull_shark,Science
663,Burkina_Faso,Countries
664,Burundi,Countries
665,Bushbuck,Science
666,Bushpig,Science
667,Business,Economics
668,Butter,Everyday_life
669,Button,Technology
670,Byzantine_Empire,History
671,C%2B%2B,Technology
672,C%C3%A6dmon,People
673,C%C3%B4te_d%27Ivoire,Countries
674,C._S._Lewis,People
675,CF7,Technology
676,CPU_cache,Technology
677,CS_gas,Science
678,Cactus,Science
679,Cadmium,Science
680,Caesar_cipher,Technology
681,Caesium,Science
682,Caesium_fluoride,Science
683,Cai_Lun,People
684,Cairo,Geography
685,Calcite,Geography
686,Calcium,Science
687,Calcium_chloride,Science
688,Calculus,Science
689,Calgary,Geography
690,California,Geography
691,California_Southern_Railroad,Technology
692,Californium,Science
693,Calligraphy,Culture
694,Caloris_Basin,Science
695,Calvin_Coolidge,People
696,Calvin_and_Hobbes,Everyday_life
697,Camarasaurus,Science
698,Cambodia,Countries
699,Cambrian,Geography
700,Cambrian_explosion,Geography
701,Cambridge,Geography
702,Camel,Science
703,Cameroon,Countries
704,Canada,Geography
705,Canada_Goose,Science
706,Canadian_Charter_of_Rights_and_Freedoms,Citizenship
707,Canadian_English,Culture
708,Canadian_House_of_Commons,Citizenship
709,Canadian_Pacific_Railway,Technology
710,Canadian_Senate,Citizenship
711,Canadian_football,Everyday_life
712,Canal,Technology
713,Canaletto,People
714,Canberra,Geography
715,Cancer,Science
716,Cane_Toad,Science
717,Canola,Everyday_life
718,Canterbury,Geography
719,Canterbury_Cathedral,Technology
720,Canute_the_Great,People
721,Capacitance,Science
722,Cape_Canaveral,Science
723,Cape_Horn,Geography
724,Cape_Lion,Science
725,Cape_Porcupine,Science
726,Cape_Town,Geography
727,Cape_Verde,Countries
728,Capital,Citizenship
729,Capitalism,Citizenship
730,Capitoline_Triad,Culture
731,Captain_Marvel_%28DC_Comics%29,Everyday_life
732,Caracas,Geography
733,Caratacus,People
734,Caravaggio,People
735,Carbon,Science
736,Carbon_dioxide,Science
737,Carboniferous,Geography
738,Carcinus_maenas,Science
739,Card_game,Everyday_life
740,Cardiff,Geography
741,Caribbean_Sea,Geography
742,Carl_Friedrich_Gauss,People
743,Carl_Jung,People
744,Carl_Lewis,People
745,Carl_Sagan,People
746,Carlsbad_Caverns_National_Park,Geography
747,Carnivore,Science
748,Caroline_Island,Geography
749,Carolus_Linnaeus,People
750,Carrot,Science
751,Casablanca_%28film%29,Everyday_life
752,Casimir_effect,Science
753,Caspian_Sea,Geography
754,Cassini-Huygens,Science
755,Cassowary,Science
756,Castra,History
757,Cat,Science
758,Cat%27s_Eye_Nebula,Science
759,Cat_Stevens,People
760,Cataract,Science
761,Cataract_surgery,Science
762,Cathedral_of_Magdeburg,Technology
763,Catherine_II_of_Russia,People
764,Catholic_social_teaching,Culture
765,Cattle,Everyday_life
766,Cave,Geography
767,Cayman_Islands,Countries
768,Celeriac,Science
769,Celery,Science
770,Celine_Dion,People
771,Cell_%28biology%29,Science
772,Cello,Culture
773,Celtic_F.C.,Everyday_life
774,Celtic_Park,Everyday_life
775,Celtic_mythology,Culture
776,Central_African_Republic,Countries
777,Central_processing_unit,Technology
778,Ceratopsidae,Science
779,Cereal,Science
780,Cerebellum,Science
781,Ceres_%28dwarf_planet%29,Science
782,Cerium,Science
783,Chad,Countries
784,Chadian-Sudanese_conflict,History
785,Chaffinch,Science
786,Channel_Islands,Geography
787,Charlemagne,People
788,Charles_Babbage,People
789,Charles_Darwin,People
790,Charles_Dickens,People
791,Charles_Etienne_Brasseur_de_Bourbourg,People
792,Charles_II_of_England,People
793,Charles_I_of_England,People
794,Charles_Sumner,People
795,Charles_V%2C_Holy_Roman_Emperor,People
796,Charlie_Chaplin,People
797,Charlotte%27s_Web,Culture
798,Chartism,History
799,Che_Guevara,People
800,Cheers,Everyday_life
801,Cheese,Everyday_life
802,Cheetah,Science
803,Chelsea_F.C.,Everyday_life
804,Chemical_element,Science
805,Chemical_synapse,Science
806,Chemistry,Science
807,Chennai,Geography
808,Chernobyl_disaster,History
809,Chess,Everyday_life
810,Chester_A._Arthur,People
811,Chestnut,Science
812,Chew_Magna,Geography
813,Chew_Stoke,Geography
814,Chew_Valley,Geography
815,Chew_Valley_Lake,Geography
816,Chicago,Geography
817,Chicago_Bears,Everyday_life
818,Chicago_and_North_Western_Railway,Technology
819,Chicken,Everyday_life
820,Child,Science
821,Children%27s_Crusade,Culture
822,Children%27s_rights_movement,Citizenship
823,Chile,Countries
824,Chimpanzee,Science
825,China,Countries
826,Chinese_language,Culture
827,Chinyingi,Geography
828,Chives,Science
829,Chlorine,Science
830,Chocolate,Everyday_life
831,Chola_dynasty,History
832,Cholera,Science
833,Chordate,Science
834,Chris_Evert,People
835,Christian_Bale,People
836,Christian_monasticism,Culture
837,Christianity,Culture
838,Christina_Aguilera,People
839,Christmas_Island,Geography
840,Christopher_Columbus,People
841,Christopher_Wren,People
842,Chromatic_aberration,Science
843,Chromatophore,Science
844,Chromium,Science
845,Church_of_England,Culture
846,Church_of_Ireland,Culture
847,Cider,Everyday_life
848,Cinema_of_the_United_States,Everyday_life
849,Citizen_Kane,Everyday_life
850,Citizenship,Citizenship
851,Citrus,Science
852,City,Geography
853,City_status_in_the_United_Kingdom,Geography
854,Civil_rights,Citizenship
855,Civil_society,Citizenship
856,Civilization,Citizenship
857,Civilization_%28computer_game%29,Everyday_life
858,Clarinet,Culture
859,Classic_female_blues,Culture
860,Claude_L%C3%A9vi-Strauss,People
861,Claude_Monet,People
862,Claudius,People
863,Clay,Geography
864,Cleopatra_VII,People
865,Cleopatra_VII_of_Egypt,People
866,Cleveland%2C_Ohio,Geography
867,Clifton_Suspension_Bridge,Technology
868,Climate,Geography
869,Climate_change,Geography
870,Clock,Technology
871,Clone_Wars_%28Star_Wars%29,Everyday_life
872,Clothing,Everyday_life
873,Cloud,Geography
874,Coal,Geography
875,Coal_Tit,Science
876,Cobalt,Science
877,Coccinellidae,Science
878,Cochineal,Science
879,Cockatiel,Science
880,Cocoa,Everyday_life
881,Coconut,Science
882,Coconut_crab,Science
883,Coconut_oil,Everyday_life
884,Cocos_%28Keeling%29_Islands,Geography
885,Cod,Science
886,Code_of_Hammurabi,History
887,Coffee,Everyday_life
888,Coin,Economics
889,Cold_War,History
890,Colditz_Castle,History
891,Colima_%28volcano%29,Geography
892,Collapse_of_the_World_Trade_Center,History
893,Colley_Cibber,People
894,Cologne,Geography
895,Colombia,Countries
896,Colombo,Geography
897,Color,Science
898,Color_blindness,Science
899,Colorado_River,Geography
900,Colossus_of_Rhodes,Technology
901,Columba,People
902,Columbia_River,Geography
903,Columbine_High_School_massacre,History
904,Columbus%2C_Ohio,Geography
905,Comet,Science
906,Comet_Hale-Bopp,Science
907,Comet_Halley,Science
908,Comet_Hyakutake,Science
909,Comet_Shoemaker-Levy_9,Science
910,Comet_White-Ortiz-Bolelli,Science
911,Comics,Everyday_life
912,Comma_Johanneum,Culture
913,Commodore_64,Technology
914,Common_Cuckoo,Science
915,Common_Eland,Science
916,Common_Hazel,Science
917,Common_Tern,Science
918,Common_cold,Science
919,Common_sage,Science
920,Commonwealth_Games,Everyday_life
921,Communication,Citizenship
922,Communism,Citizenship
923,Community,Citizenship
924,Comoros,Geography
925,Compact_Disc,Technology
926,Company_%28law%29,Economics
927,Compsognathus,Science
928,Computational_chemistry,Science
929,Computer,Technology
930,Computer_and_video_games,Everyday_life
931,Computer_programming,Technology
932,Computer_science,Technology
933,Conakry,Geography
934,Concorde,Technology
935,Condoleezza_Rice,People
936,Conflict,Citizenship
937,Confucianism,Culture
938,Confucius,People
939,Congo_River,Geography
940,Consolation_of_Philosophy,Culture
941,Constantine_I,People
942,Constantine_II_of_Scotland,History
943,Constitution_of_May_3%2C_1791,Citizenship
944,Constitutional_monarchy,Citizenship
945,Constructivism_%28art%29,Culture
946,Consumer_protection,Citizenship
947,Contact_lens,Technology
948,Continent,Geography
949,Continental_crust,Geography
950,Control_car_%28rail%29,Technology
951,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,Citizenship
952,Convention_on_the_Rights_of_the_Child,Citizenship
953,Cook_Islands,Geography
954,Cookiecutter_shark,Science
955,Cooperative,Citizenship
956,Coot,Science
957,Copenhagen,Geography
958,Copper,Science
959,Copper%28I%29_chloride,Science
960,Coriander,Science
961,Corinthian_War,History
962,Cormorant,Science
963,Corn_oil,Everyday_life
964,Cornea,Science
965,Cornell_University,Citizenship
966,Coronation_Street,Everyday_life
967,Corporate_finance,Economics
968,Corporation,Economics
969,Corrosion,Technology
970,Corundum,Geography
971,Cosmic_inflation,Science
972,Cosmic_microwave_background_radiation,Science
973,Costa_Rica,Countries
974,Costume_design,Culture
975,Cotopaxi,Geography
976,Cotswolds,Geography
977,Cotton,Science
978,Coulomb%27s_law,Science
979,Country,Geography
980,Coupling_%28railway%29,Technology
981,Coventry,Geography
982,Crab_Nebula,Science
983,Crash_test_dummy,Technology
984,Craters_of_the_Moon_National_Monument_and_Preserve,Geography
985,Craton,Geography
986,Creation-evolution_controversy,Culture
987,Creationism,Culture
988,Creative_Commons,Citizenship
989,Cretaceous,Geography
990,Cretaceous-Tertiary_extinction_event,Geography
991,Cricket,Everyday_life
992,Crime,Citizenship
993,Crime_and_Punishment,Culture
994,Crimean_Karaites,Geography
995,Crimean_War,History
996,Cristero_War,History
997,Croatia,Geography
998,Crocodile,Science
999,Crohn%27s_disease,Science
1000,Cross_Fell,Geography
1001,Crow,Science
1002,Crown_Jewels_of_the_United_Kingdom,Citizenship
1003,Crusades,Culture
